sample	cov_1	cov_2	cov_3	cov_4	cov_5	cov_6	cov_7	cov_8	cov_9	cov_10	cov_11	cov_12	cov_13	cov_14	cov_15	cov_16	cov_17	cov_18	cov_19	cov_20	cov_21	cov_22	cov_23	cov_24	cov_25	cov_26	cov_27	cov_28	cov_29	cov_30	cov_31	cov_32	cov_33	cov_34	cov_35	cov_36	cov_37	cov_38	cov_39	cov_40	m1A.V1	m1A.V2	m1A.V3	m1A.V4	m1A.V5	m1A.V6	m1A.V7	m1A.V8	m1A.V9	m1A.V10	m1A.V11	m1A.V12	m1A.V13	m1A.V14	m1A.V15	m1A.V16	m1A.V17	m1A.V18	m1A.V19	m1A.V20	m1A.V21	m1A.V22	m1A.V23	m1A.V24	m1A.V25	m1A.V26	m1A.V27	m1A.V28	m1A.V29	m1A.V30	m1A.V31	m1A.V32	m1A.V33	m1A.V34	m1A.V35	m1A.V36	m1A.V37	m1A.V38	m1A.V39	m1A.V40	m6A.V1	m6A.V2	m6A.V3	m6A.V4	m6A.V5	m6A.V6	m6A.V7	m6A.V8	m6A.V9	m6A.V10	m6A.V11	m6A.V12	m6A.V13	m6A.V14	m6A.V15	m6A.V16	m6A.V17	m6A.V18	m6A.V19	m6A.V20	m6A.V21	m6A.V22	m6A.V23	m6A.V24	m6A.V25	m6A.V26	m6A.V27	m6A.V28	m6A.V29	m6A.V30	m6A.V31	m6A.V32	m6A.V33	m6A.V34	m6A.V35	m6A.V36	m6A.V37	m6A.V38	m6A.V39	m6A.V40	m5C.V1	m5C.V2	m5C.V3	m5C.V4	m5C.V5	m5C.V6	m5C.V7	m5C.V8	m5C.V9	m5C.V10	m5C.V11	m5C.V12	m5C.V13	m5C.V14	m5C.V15	m5C.V16	m5C.V17	m5C.V18	m5C.V19	m5C.V20	m5C.V21	m5C.V22	m5C.V23	m5C.V24	m5C.V25	m5C.V26	m5C.V27	m5C.V28	m5C.V29	m5C.V30	m5C.V31	m5C.V32	m5C.V33	m5C.V34	m5C.V35	m5C.V36	m5C.V37	m5C.V38	m5C.V39	m5C.V40	Nm.V1	Nm.V2	Nm.V3	Nm.V4	Nm.V5	Nm.V6	Nm.V7	Nm.V8	Nm.V9	Nm.V10	Nm.V11	Nm.V12	Nm.V13	Nm.V14	Nm.V15	Nm.V16	Nm.V17	Nm.V18	Nm.V19	Nm.V20	Nm.V21	Nm.V22	Nm.V23	Nm.V24	Nm.V25	Nm.V26	Nm.V27	Nm.V28	Nm.V29	Nm.V30	Nm.V31	Nm.V32	Nm.V33	Nm.V34	Nm.V35	Nm.V36	Nm.V37	Nm.V38	Nm.V39	Nm.V40	m7G.V1	m7G.V2	m7G.V3	m7G.V4	m7G.V5	m7G.V6	m7G.V7	m7G.V8	m7G.V9	m7G.V10	m7G.V11	m7G.V12	m7G.V13	m7G.V14	m7G.V15	m7G.V16	m7G.V17	m7G.V18	m7G.V19	m7G.V20	m7G.V21	m7G.V22	m7G.V23	m7G.V24	m7G.V25	m7G.V26	m7G.V27	m7G.V28	m7G.V29	m7G.V30	m7G.V31	m7G.V32	m7G.V33	m7G.V34	m7G.V35	m7G.V36	m7G.V37	m7G.V38	m7G.V39	m7G.V40	Pseudo.V1	Pseudo.V2	Pseudo.V3	Pseudo.V4	Pseudo.V5	Pseudo.V6	Pseudo.V7	Pseudo.V8	Pseudo.V9	Pseudo.V10	Pseudo.V11	Pseudo.V12	Pseudo.V13	Pseudo.V14	Pseudo.V15	Pseudo.V16	Pseudo.V17	Pseudo.V18	Pseudo.V19	Pseudo.V20	Pseudo.V21	Pseudo.V22	Pseudo.V23	Pseudo.V24	Pseudo.V25	Pseudo.V26	Pseudo.V27	Pseudo.V28	Pseudo.V29	Pseudo.V30	Pseudo.V31	Pseudo.V32	Pseudo.V33	Pseudo.V34	Pseudo.V35	Pseudo.V36	Pseudo.V37	Pseudo.V38	Pseudo.V39	Pseudo.V40	otherMod.V1	otherMod.V2	otherMod.V3	otherMod.V4	otherMod.V5	otherMod.V6	otherMod.V7	otherMod.V8	otherMod.V9	otherMod.V10	otherMod.V11	otherMod.V12	otherMod.V13	otherMod.V14	otherMod.V15	otherMod.V16	otherMod.V17	otherMod.V18	otherMod.V19	otherMod.V20	otherMod.V21	otherMod.V22	otherMod.V23	otherMod.V24	otherMod.V25	otherMod.V26	otherMod.V27	otherMod.V28	otherMod.V29	otherMod.V30	otherMod.V31	otherMod.V32	otherMod.V33	otherMod.V34	otherMod.V35	otherMod.V36	otherMod.V37	otherMod.V38	otherMod.V39	otherMod.V40	RNA-editing.V1	RNA-editing.V2	RNA-editing.V3	RNA-editing.V4	RNA-editing.V5	RNA-editing.V6	RNA-editing.V7	RNA-editing.V8	RNA-editing.V9	RNA-editing.V10	RNA-editing.V11	RNA-editing.V12	RNA-editing.V13	RNA-editing.V14	RNA-editing.V15	RNA-editing.V16	RNA-editing.V17	RNA-editing.V18	RNA-editing.V19	RNA-editing.V20	RNA-editing.V21	RNA-editing.V22	RNA-editing.V23	RNA-editing.V24	RNA-editing.V25	RNA-editing.V26	RNA-editing.V27	RNA-editing.V28	RNA-editing.V29	RNA-editing.V30	RNA-editing.V31	RNA-editing.V32	RNA-editing.V33	RNA-editing.V34	RNA-editing.V35	RNA-editing.V36	RNA-editing.V37	RNA-editing.V38	RNA-editing.V39	RNA-editing.V40
ENST00000384891_____1|33|same	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.99390243902439	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENST00000408479_____1|71|same	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00516351118760757	0.931153184165232	0.993115318416523	0.998278829604131	0.998278829604131	1	1	1	1	1	1	1	1	1	1	1	0.996557659208262	0.996557659208262	0.996557659208262	0.991394148020654	0.982788296041308	0.922547332185886	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENST00000385043_____1|21|same	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00769230769230769	0.684615384615385	0.992307692307692	0.992307692307692	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENST00000385011_____1|26|same	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.76056338028169	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENST00000385006_____1|24|same	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.99468085106383	0.99468085106383	0.99468085106383	0.946808510638298	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENST00000385238_____1|23|same	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000778210116731518	0.000778210116731518	0.975097276264591	0.982101167315175	0.98988326848249	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.98443579766537	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENST00000384958_____1|26|same	0.000316656111462951	0.000316656111462951	0.000316656111462951	0.000316656111462951	0.000316656111462951	0.000316656111462951	0.000316656111462951	0.000316656111462951	0.000316656111462951	0.000316656111462951	0.000316656111462951	0.000316656111462951	0.000316656111462951	0.000316656111462951	0.000316656111462951	0.000316656111462951	0.000316656111462951	0.00474984167194427	0.00873970867637745	0.778404053198227	0.999556681443952	0.999683343888537	0.99974667511083	0.999936668777707	1	1	1	1	1	1	1	1	1	1	0.999873337555415	0.999873337555415	0.999873337555415	0.99974667511083	0.999366687777074	0.999050031665611	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENST00000385200_____3|32|same	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00137174211248285	0.997256515775034	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENST00000385135_____1|64|same	0.151374010246856	0.151374010246856	0.137401024685608	0.131811830461109	0.118304611085235	0.023754075454122	0.0107126222636237	0.0102468560782487	0.000465766185374942	0.000465766185374942	0.000465766185374942	0	0	0	0	0	0	0	0	0.987424312994877	0.998602701443875	0.998602701443875	0.99906846762925	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.997671169073125	0.994876571960876	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENST00000455071_____1|1606|same	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.794117647058823	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.970588235294118	0.911764705882353	0.852941176470588	0.735294117647059	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENST00000514769_____1|95|same	1	1	1	0.975609756097561	0.975609756097561	1	0.48780487804878	0.48780487804878	0.268292682926829	0.268292682926829	0.219512195121951	0.219512195121951	0.170731707317073	0.024390243902439	0.0487804878048781	0.0487804878048781	0.0487804878048781	0.0487804878048781	0.0487804878048781	0.0975609756097561	0.121951219512195	0.170731707317073	0.170731707317073	0.219512195121951	0.24390243902439	0.48780487804878	0.536585365853659	0.536585365853659	0.536585365853659	0.536585365853659	0.536585365853659	0.536585365853659	0.536585365853659	0.536585365853659	0.536585365853659	0.51219512195122	0.48780487804878	0.48780487804878	0.48780487804878	0.48780487804878	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENST00000636824_____1|65|same	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.666666666666667	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENST00000606939_____2|72|same	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENST00000298130_____4|109|same	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0434782608695652	0.0434782608695652	0.0434782608695652	0.0434782608695652	0.434782608695652	0.434782608695652	0.434782608695652	0.434782608695652	0.434782608695652	0.434782608695652	0.434782608695652	0.826086956521739	0.826086956521739	0.91304347826087	0.91304347826087	0.91304347826087	0.91304347826087	1	1	0.956521739130435	0.956521739130435	0.91304347826087	0.565217391304348	0.565217391304348	0.565217391304348	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
